drug_row,drug_col,cell_line_name,drug_row_cid,drug_col_cid,synergy_zip,synergy_bliss,synergy_loewe,synergy_hsa,S,label
CRIZOTINIB,EXEMESTANE,PC3,11626560,60198,1.223227829,2.455284068,2.698545127,3.192996259,5.77325,synergy
GEFITINIB,EXEMESTANE,PC3,123631,60198,0.860322299,5.650121716,6.853041624,8.501315994,5.777,synergy
LENALIDOMIDE,EXEMESTANE,PC3,216326,60198,3.861201218,2.017233637,4.170255236,4.182760439,-6.653,synergy
PAZOPANIB HYDROCHLORIDE,EXEMESTANE,PC3,11525740,60198,5.423662063,1.436385483,-12.48748178,2.465519979,-3.6035,NA
RUXOLITINIB,EXEMESTANE,PC3,25126798,60198,7.202076285,3.722534718,-12.49846461,2.428890519,19.413,NA
AXITINIB,GEFITINIB,PC3,6450551,123631,-2.913801694,-0.043732167,-3.04057995,-2.148053925,7.764,antagonism
CRIZOTINIB,GEFITINIB,PC3,11626560,123631,-1.623999319,1.591932992,3.011204732,3.227496256,9.565,NA
LENALIDOMIDE,GEFITINIB,PC3,216326,123631,-4.078632398,2.516425294,-1.221052945,6.7314511,12.519,NA
PAZOPANIB HYDROCHLORIDE,GEFITINIB,PC3,11525740,123631,0.825549605,3.977902142,-1.415038195,5.165390519,12.7955,NA
RUXOLITINIB,GEFITINIB,PC3,25126798,123631,-2.575605999,-1.377740859,-9.429371528,-2.848942814,8.651,antagonism
AXITINIB,LENALIDOMIDE,PC3,6450551,216326,-1.623000882,-5.953145989,-8.213143334,-8.204109833,-5.249,antagonism
CRIZOTINIB,LENALIDOMIDE,PC3,11626560,216326,-4.036451464,0.316678618,1.297542589,1.302762757,-1.06625,NA
PAZOPANIB HYDROCHLORIDE,LENALIDOMIDE,PC3,11525740,216326,-3.283712093,-4.704238449,-3.457237439,-3.433998722,-4.594,antagonism
RUXOLITINIB,LENALIDOMIDE,PC3,25126798,216326,-1.578520154,-4.799274258,-6.396237361,-6.372998644,-4.879,antagonism
AXITINIB,MEGESTROL ACETATE,PC3,6450551,11683,2.463891662,-1.188142565,-4.737253288,-4.60881722,-1.5425,NA
CRIZOTINIB,MEGESTROL ACETATE,PC3,11626560,11683,-0.749717129,0.969650729,-11.64614738,-2.138254704,2.2745,NA
DEXRAZOXANE,MEGESTROL ACETATE,PC3,71384,11683,-3.38990595,4.346408466,-1.411148316,1.437115215,11.0305,NA
EXEMESTANE,MEGESTROL ACETATE,PC3,60198,11683,6.763440021,2.91798804,-22.22917722,0.394337437,8.4915,NA
GEFITINIB,MEGESTROL ACETATE,PC3,123631,11683,2.612541989,5.58553666,-10.3566771,2.715504104,25.9335,NA
LENALIDOMIDE,MEGESTROL ACETATE,PC3,216326,11683,0.038416717,-0.83551699,-3.940486226,-3.905551452,0.27,NA
PAZOPANIB HYDROCHLORIDE,MEGESTROL ACETATE,PC3,11525740,11683,8.465332983,13.96613931,10.6324403,10.76544855,7.9225,synergy
RUXOLITINIB,MEGESTROL ACETATE,PC3,25126798,11683,2.087934159,-1.826693833,-5.113859923,-5.124884785,-2.6765,NA
AXITINIB,PAZOPANIB HYDROCHLORIDE,PC3,6450551,11525740,0.648341345,4.568092231,2.128055604,2.221225089,3.50625,synergy
CRIZOTINIB,PAZOPANIB HYDROCHLORIDE,PC3,11626560,11525740,-2.268208945,1.732345336,-4.213243468,1.545095587,0.723,NA
AXITINIB,RUXOLITINIB,PC3,6450551,25126798,2.128598813,1.552860741,-0.060343311,-0.941138194,0.0895,NA
CRIZOTINIB,RUXOLITINIB,PC3,11626560,25126798,-0.737707891,-1.007573034,-9.58243156,-2.600865814,-2.102,antagonism
PAZOPANIB HYDROCHLORIDE,RUXOLITINIB,PC3,11525740,25126798,0.290406924,1.086531275,-0.682194539,-0.554274911,-0.20125,NA
